entry_time,exit_time,instrument,direction,units,entry_price,exit_price,stop_loss,take_profit,gross_pnl,costs,net_pnl,pips,hold_days,exit_reason,metadata
2023-11-10 03:35:00,2023-11-10 03:40:00,EUR_USD,SELL,-10000,1.0758633694666262,1.0763889581580308,1.0762881249143903,1.07522623629498,-5.255886914046215,2.6006944444444446,-7.85658135849066,-5.255886914046215,0.003472222222222222,SL,"{'rsi': np.float64(73.57883230529595), 'atr': np.float64(0.00028317029850940693)}"
2023-11-16 06:25:00,2023-11-16 07:00:00,EUR_USD,BUY,10000,1.0412065482641772,1.0408042445639978,1.040801421456347,1.0413142384759226,-4.023037001794627,2.5878472222222224,-6.61088422401685,-4.023037001794627,0.024305555555555556,SL,"{'rsi': np.float64(19.040828417316973), 'atr': np.float64(0.0001367512052201647)}"
2023-11-24 09:35:00,2023-11-24 09:40:00,EUR_USD,SELL,-10000,1.008633105983866,1.0088124959887887,1.0088184970720464,1.0083550193515953,-1.7939000492273038,2.6006944444444446,-4.3945944936717485,-1.7939000492273038,0.003472222222222222,SL,"{'rsi': np.float64(80.7492850043046), 'atr': np.float64(0.00012359405878698787)}"
2023-11-24 09:40:00,2023-11-24 09:45:00,EUR_USD,SELL,-10000,1.0086124959887888,1.008894568871882,1.0087861667963398,1.008351989777462,-2.8207288309323175,2.6006944444444446,-5.421423275376762,-2.8207288309323175,0.003472222222222222,SL,"{'rsi': np.float64(77.73714542514416), 'atr': np.float64(0.0001157805383674239)}"
2023-12-01 06:45:00,2023-12-01 06:55:00,EUR_USD,SELL,-10000,0.9864274655805362,0.9865636907319156,0.9865960641393235,0.9861745677423551,-1.3622515137945435,2.601388888888889,-3.9636404026834327,-1.3622515137945435,0.006944444444444444,SL,"{'rsi': np.float64(71.5367837971388), 'atr': np.float64(0.0001123990391915876)}"
2023-12-21 05:00:00,2023-12-21 05:10:00,EUR_USD,BUY,10000,0.9494567148730584,0.9490872538377578,0.9491027941169488,0.9494875960072229,-3.6946103530055563,2.5965277777777778,-6.2911381307833345,-3.6946103530055563,0.006944444444444444,SL,"{'rsi': np.float64(28.264240189865063), 'atr': np.float64(0.00010261383740641941)}"
2023-12-22 08:25:00,2023-12-22 09:30:00,EUR_USD,SELL,-10000,0.9387168488346354,0.9380213261624536,0.9391700961761723,0.9380369778223299,6.955226721817587,2.609027777777778,4.346198944039809,6.955226721817587,0.04513888888888889,TP,"{'rsi': np.float64(70.89341908572632), 'atr': np.float64(0.00030216489435797814)}"
2023-12-23 18:20:00,2023-12-23 18:25:00,EUR_USD,SELL,-10000,0.9472373740659152,0.947662838880894,0.9475590865487623,0.9467548053416446,-4.254648149787377,2.6006944444444446,-6.855342594231821,-4.254648149787377,0.003472222222222222,SL,"{'rsi': np.float64(72.14164748334338), 'atr': np.float64(0.00021447498856474217)}"
2023-12-25 15:30:00,2023-12-25 15:35:00,EUR_USD,SELL,-10000,0.9643624749351872,0.964623954074052,0.9645592642327322,0.9640672909888697,-2.6147913886476193,2.6006944444444446,-5.215485833092064,-2.6147913886476193,0.003472222222222222,SL,"{'rsi': np.float64(79.610257655807), 'atr': np.float64(0.00013119286503000222)}"
2024-01-03 00:25:00,2024-01-03 01:30:00,EUR_USD,BUY,10000,1.0208493298255208,1.02113109097993,1.0203057557669564,1.0211646909133674,2.8176115440925464,2.5774305555555554,0.240180988536991,2.8176115440925464,0.04513888888888889,TP,"{'rsi': np.float64(27.545060267418762), 'atr': np.float64(0.000229049372376238)}"
